       ,business_id            ,name                                           ,address                                          ,city               ,state ,postal_code ,latitude           ,longitude       ,stars ,review_count ,is_open ,attributes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,categories                                                                                                                                                                                                                                           ,hours
 35917 ,BUYPyt6fYbsrsNtjD427CQ ,Westshore Pharmacy                             ,3206 S West Shore Blvd                           ,Tampa              ,TN    ,33629       ,27.915513699999998 ,-82.5262067     ,  4.0 ,           5 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Post Offices, Shopping, Couriers & Delivery Services, Local Services, Public Services & Government, Drugstores, Health & Medical"                                                                                                                   ,"{'Friday': '10:0-14:0', 'Monday': '0:0-0:0', 'Saturday': None, 'Sunday': None, 'Thursday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-14:0'}"
 56479 ,Y6ZlV2sS6n4CfI6ObHfLkQ ,Shack's Barber & Beauty Salon                  ,1724 Olive St                                    ,Saint Louis        ,AB    ,63103       ,38.6311916         ,-90.2054274     ,  5.0 ,           7 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'False', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': ""{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': False, 'asian': True}"", 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"Beauty & Spas, Barbers, Eyebrow Services, Hair Stylists, Cosmetics & Beauty Supply, Hair Salons, Eyelash Service, Shopping, Nail Salons"                                                                                                            ,"{'Friday': '9:0-18:0', 'Monday': '0:0-0:0', 'Saturday': '7:0-18:0', 'Sunday': None, 'Thursday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0'}"
 26276 ,1gusOUHcPCeorq8EHWZaKA ,Crossroads Coffee House                        ,1270 Township Line Rd                            ,Drexel Hill        ,IN    ,19026       ,39.9665744         ,-75.2986159     ,  4.0 ,           5 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Food, Coffee & Tea, Sandwiches, Restaurants"                                                                                                                                                                                                        ,
 35850 ,Mz_xAYx-x8VM05bjNWLEzw ,Cafe Agape Express                             ,703 St Louis Rd                                  ,Collinsville       ,PA    ,62234       ,38.6603437         ,-90.0024644     ,  3.0 ,           6 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'loud'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}"                                                                                                                                                                                                                                                                                                                                                                                                                ,"Fast Food, Restaurants, Food"                                                                                                                                                                                                                       ,"{'Friday': '11:0-19:0', 'Monday': '11:0-19:0', 'Saturday': None, 'Sunday': None, 'Thursday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0'}"
143405 ,MhoYXzVBCGGAmrytPDSXpg ,Bikini Factory                                 ,"2275 Ortega Hill Rd, Ste B"                     ,Summerland         ,LA    ,93067       ,34.4215736         ,-119.6012172    ,  4.5 ,          22 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Fashion, Shopping, Women's Clothing"                                                                                                                                                                                                                ,"{'Friday': '10:0-18:0', 'Monday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-16:0', 'Thursday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0'}"
 95499 ,qkfULUPu3e5aojuFiqdpLA ,Diamond Furniture                              ,5401 Route 42                                    ,Blackwood          ,NV    ,08012       ,39.7558615         ,-75.0469266     ,  1.5 ,          10 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"Furniture Stores, Home & Garden, Shopping"                                                                                                                                                                                                          ,
 28417 ,_YzKgbmZV1ck1ZPq4ekwkA ,Lucy Blu                                       ,609 9th Ave S                                    ,Nashville          ,IN    ,37203       ,36.1513463         ,-86.7808339     ,  3.0 ,          10 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'False', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'loud'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"Jazz & Blues, Arts & Entertainment, Nightlife, Local Flavor, Dance Clubs"                                                                                                                                                                           ,"{'Friday': '17:0-2:30', 'Monday': None, 'Saturday': '17:0-2:30', 'Sunday': '17:0-2:30', 'Thursday': '17:0-0:30', 'Tuesday': None, 'Wednesday': '17:0-0:30'}"
 53633 ,HviAzkMvhZbyT8dUH9BkLQ ,Yoi Tomo Sushi & Grill                         ,405 S Capitol Blvd                               ,Boise              ,LA    ,83702       ,43.6127584         ,-116.2047196    ,  4.0 ,         406 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': True, u'validated': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': 'True', 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'None', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""'no'""}"                                                                                                                                                                                                                                                                          ,"Sushi Bars, Restaurants, Japanese"                                                                                                                                                                                                                  ,"{'Friday': '11:30-22:0', 'Monday': '11:30-21:0', 'Saturday': '11:30-22:0', 'Sunday': None, 'Thursday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0'}"
 80126 ,0xKA6W8zTfs9MH-P-yvYNg ,Subway                                         ,"8702 Stewarts Ferry Pike, Ste 104"              ,Mt. Juliet         ,PA    ,37122       ,36.1122665668      ,-86.4212608328  ,  4.0 ,           5 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': None, 'BusinessParking': None, 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"Restaurants, Food, Do-It-Yourself Food, Fast Food, Sandwiches"                                                                                                                                                                                      ,"{'Friday': '8:0-21:30', 'Monday': '8:0-21:30', 'Saturday': '8:0-21:30', 'Sunday': '9:0-21:0', 'Thursday': '8:0-21:30', 'Tuesday': '8:0-21:30', 'Wednesday': '8:0-21:30'}"
 70307 ,y2jxquc6-3KgoJXa9FV-nA ,Action Air Conditioning                        ,8926 N Armenia Ave                               ,Tampa              ,TN    ,33604       ,28.032794          ,-82.484492      ,  3.0 ,          22 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': 'True', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Heating & Air Conditioning/HVAC, Home Services"                                                                                                                                                                                                     ,"{'Friday': '8:0-20:0', 'Monday': '0:0-0:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0', 'Thursday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0'}"
111290 ,3eF9yTb-aSTclJe7BGdZVg ,Wienerschnitzel                                ,1401 S Kolb Rd                                   ,Tucson             ,PA    ,85710       ,32.2040825         ,-110.8405537    ,  3.5 ,          10 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': 'True', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""'no'""}"                                                                                                                                                                                                                                                                                                          ,"Sandwiches, Hot Dogs, Restaurants, Fast Food"                                                                                                                                                                                                       ,"{'Friday': '10:0-0:0', 'Monday': '10:0-23:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0'}"
 20984 ,a6mc67OAMluLdpkpIBoxdA ,Hollister Co                                   ,8882-170 St                                      ,Edmonton           ,PA    ,T5T 3J7     ,53.5217443         ,-113.6186753    ,  2.5 ,           5 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': None, 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"Fashion, Women's Clothing, Men's Clothing, Shopping"                                                                                                                                                                                                ,
 94598 ,uaOvEDXU1Z66O83q7-8OTA ,Universal Heating and Air Conditioning         ,"8001 Castor Ave, Ste 102"                       ,Philadelphia       ,TN    ,19152       ,40.0618354         ,-75.055502      ,  5.0 ,          19 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': 'True', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Home Services, Heating & Air Conditioning/HVAC"                                                                                                                                                                                                     ,"{'Friday': '8:0-20:0', 'Monday': '8:0-20:0', 'Saturday': '8:0-15:30', 'Sunday': None, 'Thursday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0'}"
 36872 ,08LQAC48MVFa27YZKahEkg ,OB Clark's                                     ,1921 S Brentwood Blvd                            ,Saint Louis        ,LA    ,63144       ,38.623893          ,-90.348316      ,  3.5 ,          98 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{u'monday': False, u'tuesday': True, u'wednesday': False, u'thursday': True, u'friday': True, u'saturday': False, u'sunday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': 'False', 'Corkage': 'True', 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'very_loud'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'yes'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}" ,"Bars, Nightlife, Restaurants, Sports Bars, American (Traditional)"                                                                                                                                                                                  ,"{'Friday': '11:0-1:30', 'Monday': '11:0-1:30', 'Saturday': '11:0-1:30', 'Sunday': '11:0-0:0', 'Thursday': '11:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '11:0-1:30'}"
 17648 ,JMTnxxyG_1SXm-xETNep9Q ,Style America                                  ,"5271 S Calle Santa Cruz # 131, Tucson Spectrum" ,Tucson             ,AB    ,85706       ,32.156522          ,-110.987653     ,  4.0 ,           5 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"Beauty & Spas, Hair Salons, Hair Stylists, Barbers"                                                                                                                                                                                                 ,"{'Friday': '9:0-19:0', 'Monday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0', 'Thursday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0'}"
 44591 ,hrdSa9Qpsb4bxUbXa3m2TA ,Tuesday Morning                                ,2982 W Ina Rd                                    ,Tucson             ,NV    ,85741       ,32.3385406         ,-111.0322498    ,  2.5 ,           5 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Fashion, Shopping, Home & Garden, Accessories, Furniture Stores, Cosmetics & Beauty Supply, Beauty & Spas"                                                                                                                                          ,
