,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
11431,Cheesecake Bean,"Cheesecake Bean, 21071 Mossy Glen Terrace, Ashburn, VA 20147",0x89b63f1a3748d14f:0x5ab5ce65a9f0e42b,,39.0335515,-77.4750771,['Bakery'],4.0,1,,"[array(['Wednesday', '10AM–8PM'], dtype=object)
 array(['Thursday', '10AM–8PM'], dtype=object)
 array(['Friday', '10AM–8PM'], dtype=object)
 array(['Saturday', '10AM–8PM'], dtype=object)
 array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '10AM–8PM'], dtype=object)
 array(['Tuesday', '10AM–8PM'], dtype=object)]",,Open ⋅ Closes 8PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b63f1a3748d14f:0x5ab5ce65a9f0e42b?authuser=-1&hl=en&gl=us
181660,Gaby’s beauty salon,"Gaby’s beauty salon, 351 Passaic St, Passaic, NJ 07055",0x89c2fed34af2e36d:0x5558df29e3c72108,,40.8600991,-74.1241387,['Beauty salon'],4.5,18,,"[array(['Wednesday', '10AM–7PM'], dtype=object)
 array(['Thursday', '10AM–7PM'], dtype=object)
 array(['Friday', '10AM–7PM'], dtype=object)
 array(['Saturday', '10AM–7PM'], dtype=object)
 array(['Sunday', '11AM–6PM'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', '10AM–7PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': array(['Cash-only'], dtype=object), 'Planning': array(['Appointments recommended'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': None}",Closed ⋅ Opens 10AM,"['0x89c2f92d037768d9:0x3eab0e2fd4ab196a'
 '0x89c2ff2cee024133:0x2726b0dae343f406'
 '0x89c2f92e274e8641:0x62c890b20cbc8b68'
 '0x89c2fed407f147b9:0x405ca263db1d815b'
 '0x89c2fed3189ebe11:0xbda5aaad0a83d93b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2fed34af2e36d:0x5558df29e3c72108?authuser=-1&hl=en&gl=us
244684,Gordon Grill,"Gordon Grill, 429 W Gordon St, Allentown, PA 18102",0x89c4396fe2ef1997:0xfe47c6d52956bebd,,40.609459,-75.469301,['Bar & grill'],3.9,34,,"[array(['Sunday', '10AM–12AM'], dtype=object)
 array(['Monday', '10AM–12AM'], dtype=object)
 array(['Tuesday', '10AM–12AM'], dtype=object)
 array(['Wednesday', '10AM–12AM'], dtype=object)
 array(['Thursday', '10AM–12AM'], dtype=object)
 array(['Friday', '10AM–12AM'], dtype=object)
 array(['Saturday', '10AM–12AM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual', 'Cozy'], dtype=object), 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Offerings': array(['Alcohol', 'Coffee', 'Comfort food', 'Food', 'Food at bar',
       'Quick bite'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeout', 'Dine-in', 'Delivery'], dtype=object)}",Open ⋅ Closes 12AM,"['0x89c43983e79910cf:0xa0b0804e170c205f'
 '0x89c439779f62af2f:0xd7d6dae940835170'
 '0x89c4397ccf3d75c5:0x2bdf3c68c7ae1850'
 '0x89c43a2c20163889:0x1f3f30470b64eaf8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c4396fe2ef1997:0xfe47c6d52956bebd?authuser=-1&hl=en&gl=us
10966,Sunset Park,"Sunset Park, Ponca City, OK 74601",0x87b05f8eca1a5bbd:0x821864bb3704c72a,,36.7143308,-97.09855929999999,['Park'],4.0,28,,,"{'Accessibility': None, 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x87b0f4e38eaaef39:0x3b80539d851966c3'
 '0x87b0f571bd591ee9:0x8b4ece16bb6ff885'
 '0x87b05f7e603dbc6b:0x3525380690e1860d'
 '0x87b05f7929590afd:0x8371eca081ae5020']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b05f8eca1a5bbd:0x821864bb3704c72a?authuser=-1&hl=en&gl=us
222386,Drug Co Pharmacy,"Drug Co Pharmacy, 307 N Ash St, Escondido, CA 92027",0x80dbf361e345ed8b:0xb74a4d11ed8b2930,,33.1293084,-117.0668755,['Pharmacy' 'Drug store'],3.4,15,,"[array(['Monday', '9AM–6PM'], dtype=object)
 array(['Tuesday', '9AM–6PM'], dtype=object)
 array(['Wednesday', '9AM–6PM'], dtype=object)
 array(['Thursday', '9AM–6PM'], dtype=object)
 array(['Friday', '9AM–6PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Delivery', 'In-store pickup', 'In-store shopping',
       'Same-day delivery'], dtype=object)}",Closed ⋅ Opens 9AM,"['0x80dbf49ee536a2fb:0xb6fdb150cdcfa347'
 '0x80dbf362c08584af:0xb187e01479cc1c68'
 '0x80dbf3618834a7a7:0xa48efc5cf6bd5c72'
 '0x80dbf366f4226cd3:0x35ad5ead533af4c2'
 '0x80dbf4afdaa85031:0x5d15c0d470e47966']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbf361e345ed8b:0xb74a4d11ed8b2930?authuser=-1&hl=en&gl=us
269617,Oxnard Hose Inc.,"Oxnard Hose Inc., 2241 Celsius Ave STE E, Oxnard, CA 93030",0x80e84ea99f4f6c09:0xc9b9f73e6f595194,,34.2037516,-119.14594299999999,['Manufacturer'],5.0,8,,"[array(['Saturday', '8AM–12PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–5PM'], dtype=object)
 array(['Tuesday', '7:30AM–5PM'], dtype=object)
 array(['Wednesday', '7:30AM–5PM'], dtype=object)
 array(['Thursday', '7:30AM–5PM'], dtype=object)
 array(['Friday', '7:30AM–5PM'], dtype=object)]",,Permanently closed,"['0x80e84be5c02817b5:0x38d055c5e9e4c7c6'
 '0x80e84c74a0dc5cdb:0x9da0dcc094d8d525'
 '0x80e84ced335844b7:0xf619440c04c1b962'
 '0x80e84c72ea82001f:0x3f47489c97e59cec'
 '0x80e84e9e94f5b619:0x19f34d8b19f1e8c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84ea99f4f6c09:0xc9b9f73e6f595194?authuser=-1&hl=en&gl=us
116695,Stateline Insurance Services Inc,"Stateline Insurance Services Inc, 204 Samuelson Dr, Orangeville, IL 61060",0x8808738b317b83b3:0x54610633b379f459,,42.4664976,-89.6539935,['Insurance agency'],3.3,3,,"[array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', '8:30AM–5PM'], dtype=object)
 array(['Wednesday', '8:30AM–5PM'], dtype=object)
 array(['Thursday', '8:30AM–5PM'], dtype=object)
 array(['Friday', '8:30AM–5PM'], dtype=object)]",,Closed ⋅ Opens 8:30AM Tue,"['0x880801c3a27d9b17:0x768f71fcdb9ef610'
 '0x8808695e0b534879:0x30f8510b06bd92f6'
 '0x880810398324742d:0x79a05788045b2479'
 '0x8808695c17e86277:0xf29ee7f336de6df3'
 '0x8808695e6599d0fb:0x73ce8137af34159']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8808738b317b83b3:0x54610633b379f459?authuser=-1&hl=en&gl=us
16867,"Daniel Cochran, MD","Daniel Cochran, MD, 1340 Tuskawilla Rd Suite 101, Winter Springs, FL 32708",0x88e76ebf6c8fe26d:0xbe3393ba336a5217,,28.6491601,-81.2703804,['Family practice physician'],3.5,8,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Appointments recommended'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Online care'], dtype=object)}",,"['0x88e76ec0e48b9aa7:0x47f7ebb59ef0173f'
 '0x88e77c348e7a1321:0x38e4995c843b2d0c'
 '0x88e76ebf6c8fe26d:0xba27456ee24fcab1'
 '0x88e76fef4d1436d1:0x9fbd4f42e6943ed4'
 '0x88e771947919b5f7:0xc211dd4722fc2a41']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76ebf6c8fe26d:0xbe3393ba336a5217?authuser=-1&hl=en&gl=us
110457,sbh,"sbh, 199-101 Salt St, Syracuse, NY 13203",0x89d9f3b663e9ffe3:0x349d7cd94b4a5c6f,,43.0561867,-76.1525812,['Mental health clinic'],4.0,8,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Appointments recommended'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x89d9f3c48768d107:0x4a86af7c33428630'
 '0x89d9f3bc19859b35:0x272d93ca413c85de'
 '0x89d9f308845015c7:0x54f1dcdf423bd92d'
 '0x89d9f2556a4dc567:0x588ca621dd3867ef'
 '0x89d9f39f59552737:0x4d47be9d5146e683']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d9f3b663e9ffe3:0x349d7cd94b4a5c6f?authuser=-1&hl=en&gl=us
151675,A Time For Dance,"A Time For Dance, 3765 Chili Ave, Rochester, NY 14624",0x89d1529b77ee1399:0xceb9817f219046,,43.0927418,-77.79677199999999,['Dance school'],4.4,5,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Membership required'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x89d6b2a4c1272939:0xa29882793cabe0b'
 '0x89d6b39efcff6cfd:0xd1106e1274ce53ec'
 '0x89d14a52d177e431:0x546715774cd18026'
 '0x89d6b3a838d9b773:0xd79e5b3136a64d6c'
 '0x89d6b24c9bb567ad:0xf5aec6dcf7b4d3f2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d1529b77ee1399:0xceb9817f219046?authuser=-1&hl=en&gl=us
270174,Park National Bank: Granville Office,"Park National Bank: Granville Office, 119 E Broadway, Granville, OH 43023",0x88383fd55c628e29:0xad199a31613b73cb,,40.067616799999996,-82.51939899999999,['Bank' 'ATM' 'Financial institution'],4.4,8,,"[array(['Saturday', '9AM–12PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '9AM–5PM'], dtype=object)
 array(['Tuesday', '9AM–5PM'], dtype=object)
 array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Drive-through'], dtype=object)}",Closed ⋅ Opens 9AM Mon,"['0x88383e2aafbd0f7f:0x23cd9a20491c2aff'
 '0x88383e2ab608602f:0x5d5c975605d203a7'
 '0x88387b2840a247ef:0x733f4bf7ada0c831'
 '0x8838165a81895687:0x3f23f70eca743422']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88383fd55c628e29:0xad199a31613b73cb?authuser=-1&hl=en&gl=us
167181,ALFA RADIO ATLANTA,"ALFA RADIO ATLANTA, 385 Killian Hill Rd NW Suite C, Lilburn, GA 30047",0x88f5a5ea4eae7671:0x80a60072bbf1d131,,33.8942893,-84.1394677,['Radio broadcaster'],4.9,8,,"[array(['Wednesday', '7AM–5PM'], dtype=object)
 array(['Thursday', '7AM–5PM'], dtype=object)
 array(['Friday', '7AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7AM–5PM'], dtype=object)
 array(['Tuesday', '7AM–5PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Closed ⋅ Opens 7AM Thu,"['0x88f5bd97db3fd003:0x2a910f77b7fd69cd'
 '0x88f5bf03a0b79e13:0xc624822785a20d52']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f5a5ea4eae7671:0x80a60072bbf1d131?authuser=-1&hl=en&gl=us
