,user_id,name,review_count,yelping_since,useful,funny,cool,elite,friends,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
1542694,xCeRKfbZxXTdVlyFWMiGOQ,Cindy,2,2016-07-14 23:50:56,0,0,0,,None,0,2.0,0,0,0,0,0,0,0,0,0,0,0
658956,RLqdBoyonxm_p1Ebv1CvwQ,Kristy,2,2014-10-05 19:03:29,0,0,0,,"gzYVmS687OEFy5jiLJ3Esw, 80ESG-OYKtcHS-oXZniFtA, mDFvzJD-KSklVDeufp4ZXw, UgdnrJqZc7Niz1eJAywebQ, vDOILUViZYrnnjMRwgSpQg, zGKr-4y9pOxNBFU-uJyc7g, rqx5doOdSY0QV_i3FNHrhg, c7zKnUoy7WHiu_6qBXG2Yg, 3w-a8U39Xgrkz1bkcLBwPw, 5zntCD3IDxLySs3cFikOyg, Si2toiJaCW735Cn09gkcNg, UelzpSqVI8Bm5kRyBhLs0Q, WH0yWxkF5jEMaKQ13vEbow, tD2nKqLwIMsggPWWOkf_UQ, TAQwYuWUYGkjSiYup1QRWA, SSy3lbiBPFvgMEjnl3BP6Q, ZjOrMvNd77jQQp7fhT6kbA, B4gxpDOL9q0uOPr8B888aA, _XhmkKt2HQaqWNdlM947jg, ZUDk4FUZk6PXEA6pJ0XhNQ, axto0Qpxz7DTQT-OljJh_w, pqEDATaHvv5Rz_Mc-6-PSQ, nxe7pax0DPLQRr8llmR-Ng, jd1MYJK7BweDe3b_p8Raxg, EaezbuTJa24_WoHt6fDc1g, Inc4UeXn0cxOJBY-qiETnw, WeNcAjr4TAyHLNLouwKm9Q, RRimcTxk7Pj1tWElkGQEWw, lLc3LwoPprjCgjFaMtQu0g, ECxSrQ4WGPt6cJO-Vas47w, UsJHqeVVtYwnQxyHO6xJeQ, aPlEjc6DLdtgrFncrQZKYw, MaR8Z4tGriiiTtHs7OpKRA, GB_iuHX8cLAjz0ixEMJntQ, lKR0Mu28NUdo_a-wEAr12g, wU7355owLTNxLatdCdfARw, WfSm_6eyWFxRC93dWJctsg, 3h5KLfxD8Sfuf7p13KagDQ, G6z8Vz5ZdpEhFB99e97vzQ, d2YK5gMX77GR8ZdUxtMlnQ, 7ARN9a3kHh3mTagl28CLNg, RiUS8HkFb20oqkvGnqeo_A, dubnPeOSLWXWsbd2oV4FyQ, xmiO61Q8ElaGxxDcTNkHuQ, 08Pw7KpNOtQLkHcBgtl_lQ, 6-CCF3W8vGcYpZBZ8HjH1w, --ogh1ELlWKVZ2OL8PkFBg, s3o2EWz0r6dDTjvAtMUtpA, CVjE8ibvAa_Oz3TPJe0Oqg, f9pTSAPlgtHkjl0dRX5PZQ, eqDP9u0jCa1D003vQ8wetg, 9ylp_7o_ssShA8EJVNF1ZA, klRTtcwvEIBu_0GiNvqNfw, FOt8DVTOueRXkwsQyGx1mQ, c_vBGfEF96vCxRR-qt0Oug, cUwYGvApPCaIPYXrkgf4PQ, _9x8ODIATKEzysy4k5PIng, 4r5plivgrFMY99nb_JMk8Q, xXtEcMQLe08geO7KGB4e0w, -yl9_MXz_ngr5_8gABaO2A, oGNe4ZzgbfCuCW6lsUz6gQ, r3YkbsvOBAJ0TUxJ4qpZeg, xaJ5qVDB25Mrg5-bHKISAA, HsB64O83VJXiRXNuqCNR3Q, hM1sXA0htLLz4VD-LVHefw, hpqH1q6qNGiJhGt8pwIvHg, DcfjRNYgptE-phcx5ZH3wA, I98EU4YOdTfb2yStHpA5-Q, 7ztMs9p6GmP2fGhD4Ml5KA, 91uQ3xeBLzdo0qfTQ8HTUg, xjCqOIT9LSa8aFdqx-rm9w, UV6mhtkPJPqpjw2ttuSuwg, ZHRcNKf3WsSwtMHqlX03fg, WnP2vJ5Uouk3tKmv9hcf1g, nDhzKYWk6e-AXqgbewH6_Q, SLkL75HdRLfRNkcI1U4cRQ, kqGnuOswNpJuw6FxQLYLVg, 5Yod4QwpIsosyi22Kzv_ww, vav4AZL3Ug9y6-7eDovg8g, IT942qbMexP0bP1rc47aDQ, 33JDwsTpaHYRGdRR4zRv3w, 6fCPlicuPRXn2aRyujjsmA, UOTxqgwkkgrOiZ-lISXemw, l60CAG32CGZoWlXwtf1tww, eIxx5KCzk7RlF6MB0-1jEg, Yux-jOvhcn7MfvYzXJeMAg, KQW2xUi5paygLXgVcP1_GA, GcCWiOOVI9N0d35izB5Sqw, 24grE_w_ydQKAldhO40JkQ",0,4.0,0,0,0,0,0,0,0,0,0,0,0
1583951,8_-i1jbsL17EipVTOg8_1A,Selina,2,2020-09-27 06:08:34,0,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
1205367,pwPUyLM9avodfqXcUldnnQ,Maggie,1,2011-11-21 00:47:38,0,0,0,,"4nM4VVgl6m6NhtIUkyjOMA, WajAOxXfc__w_JphBetzOA, NYKTLBEr0CeHuXYSJSuz2Q, BynUZhAOUZAVILzAONdIog, 0NZCd-aGXsjkQcc5ln6MgA, jVetdZUarReN8WhdrgOa9g, tn5JndJIPEpvDd-a_t20-Q, rFHjPoyGvA5jAcPAR4X8SQ, exuzDJiDpabXeq_AkS1L3Q",0,3.0,0,0,0,0,0,0,0,0,0,0,0
1313389,mCzpfKLBDIk1wZhdcx36vg,Cali,3,2016-05-06 05:11:47,4,0,2,,None,0,3.67,0,0,0,0,0,0,0,0,0,0,0
1819522,x_pUHXAUobUTKhDmT9Wm9A,Kelsey,14,2009-11-11 21:12:29,11,2,2,,"J-DQWb0P50z5JE3NF6YD7Q, oleNaBXCsZwJdxCMYTRjgg, kxStolbiFuhkTx6kN9Q2jg, O9BlkcD5vu5ELZgvMuDCSQ, RJ7Tr5a5c7AhzUvfJyaw5Q, DMgfpAmbS5UwO3jBfPUYxg, VZ_u08FEcD-aEXvpNp1zAQ, pIFIgqkeeR5-EwgvBdrraw, fZ7abfju22DS_OxnxPPuVg, mS8558LKjGDm_LnQb2RCrA, q5vmvE3VVmBNsftdSOPRog, uvvMemBinnp_z1QVIR7BvA, ryxAuUlL-OjXOmP2zU-AnA, I3QgrZg9Dsul8QWr9DV4EQ, CU1XNZDinDmg9emzfvyQ8A, bKVFraaA1bOzk5Hfqfue7Q, AgJWGEZtYcnNK6s6DDLIag, Y_-RJQNzXUKwSLZPBm8_ug, RXop8iY15Vsrm29Tk9uOIg, OAtpP0FSXdYkWXIjVXmoqA, YOHmkpJf_WZVkMfbeT4UEg, _1snW7spb6LJFRiNP2T8CQ, Q85fRiNAFBrD_w2attoT5g, UFQpEKYt6TgevTeR5oFv7w, gDQzLZBYrPQZ_zqqSkK_2w, Oy1MwfD1Q69REsWkaT0WZw, 8nLcHmQQ4edHlgbWFAazcA, vA7pv0s4iQcNoAX2Ngtb1Q, VQ0fxHJySxgALtSvPs7Weg, lt6lhK9lKcYxoozf45bXew, tOTwDuIL5Uku4EMqB6J1EQ, 9bJjRPCpjcf_PGvb6XEHIw, kf7ZqHerAbkf7L1_BJXlzw, ik8_Tdcj8vy_j3niWLG37A, 1XtA2RjNdr-WD2bbauVuxA, DKHrt0xiB3_uAqkb2-XsOw, HRwLd0lo3pz8rp2dbUJanQ, 4HBL2Mp2Rklk38qyEagmTw, chz1GI_pYilC9QZBt3_hTQ, gR1nhsewY0ozfeN1PbZhSw, DVI66Kdb_2WSYXkklQQ2ag, SDikZ1Ea3SkY7ByqpxY9eg, 6QoRkCQDo-LO_ahb2ZCbtQ, uuSk2YtziFFfCjJehdX-wA, kFkhlB4QFwhHpYR_0n3bVg, Vs3q11mSjgegA26vumk3Ow, 2OGbPqKZ7hsnmOYjIzBozA, yclqnYZJ3kyz48xMMiAXSw, _298FGxGpGX20EgERPCy-A, xIbGTgdJoAocL4b_YKyCdA, AIc0mR_grDMlvPqwHpzWVg, ZxPWceKpC9qh2y6EPOn6xA, RU0nD2znQESLk1DR5tX_Ig, W20p4Fo7k6MdO903YffPAA, 7yxq4we95Vq0QEpcJjwA-A, GUNVIoq2CZnYvM5SGRsKAg",0,4.8,0,0,0,0,0,0,0,0,0,0,0
404582,O_DJFYnEI-W8EpW8cZ6ILw,Jennifer,34,2011-04-01 17:55:03,42,10,6,,"hc3nM3DuYULcfXmZ2cG04g, TU5fR8YHkkyxPRaQ5ztMoQ, Hm78lXMQaCTeqCkBN5lhPQ, zUTmruCjp_HU2N0_lB0mFg, uPrT1Zx2ho4Psv1MVIekgA, Z62RxDYfqu7hTZbJ7Vvlbw, wQ_rdd_IfqjittUcFnahsg, aD9x1UXM2FzJFtdI1AUWmQ, TRvp3hF6Yn7Ux5chqva2_w, bHqicDQgre8fPAAl86NfXw, EJrAKcMQyleoanff-ehOBg, MtlYemFLon4Vi41aCC2xYA, 9lSljCnXn3rT7YU4WjGMZA, uKNnOPjtZqGVfcA66wo3tw, 2SFRzMa5fnTrSJb3FXUfoQ, a7D6cR1-1biNfWuoHk0evg, ktpzVHPa9fuUXSh56y8e6A, X3ssnVzCtuSjCiH_VABh9g, c2HAY___ixDpj1h12HZtBA, E6dexZdqEohRKcACXWaWJA, nAdCJ2ocNUJjfxtbDR1-RA, IHihk6iAfmy3-y1Zl2jjsw, hLsXVZ4ammtb9ZrdwA_zTA, RZkt_C-gVFIKquoqX1FxCg, mgM2Du9aopKt394VGDp09Q, FT-IOrDvGZ5-ITeaGLJwQA, YrlNGnrofZHseVYxrLrvJA, D1p1KzFEp4eAAPbXSLgMrw, raxyMmM7Yv-dEzd4mmOpXg, NUMshlGKwRDWYIchfwsK1w, mA3R7a3-8A0b3CFTaCiblQ, 0giHHRrZUue8LDuKpZETCQ, W0bDGlz1tc8k-cM3yFJlxw, NuPKl9HvpYSr1g5hYBAQKA, m-QcOm2tzeNq9M0Cmpy7FQ, cyEQwm0zU1_SVzXju68tvw, Ye2f3ESjXsnLo8PKjbQwSw, _QRK2SacqsENN93c6mGFuw, I-F4yRjXM5H6z7GtU7tLxg, rvFQXjv3nwNHNN4ij-7bDA, 0S8r3KszhQ8jkt2vKIC5ug, 0hlsFkkaHdoXd9fW197EvA, 1BSdRxNfwX-4T9Xw33sZlg, C6YK8rCgBdLnzLTcmzv7rg, QnlirGOk59WRX1W8QC9Mzw, wm1YzpmZPIPYhDu5t2QVsw, qJN39vzNAQ3QZr8h8ZQQMA, RBfQF_C0iebuyungRQWFBA, Oj8oEw6-ex82dXj4aaFQlQ, u64VgYBbMwhMK_zV-l5k3g, 4lr2N5F-ifjYO0SsBuZcag, mUEtI82_4fHfV-i-YVk1jg, 0xK2wbAf9uPFl_nBSPPYGw, np2pfSw7c2HvEyDciqL8PA, nAueIbDwoE4Lx9KWTcjZeg, CUjYTrnJUEJzTJ83ikjNPA, UhorTUn2ZCQPnb2COshv-Q, t4LYXWLvsFosRaUyv4Mwrg, vTZvAcpdPTXGxPNAFx_WzQ, O3uunKkfA6W-EE99MtddvQ, mFwRTTDW0Yr-rFkTF2cFsw, zzLhQ55sivv2diAoVm5rJA, 1G7AIILnRtiuKHHFY7Oaqw, 7UlHHJn3hdyiJDoDGlkLQg, qXtykT9RqAC78CsD-0ua_w, ecN79On9s4JgpB08ZuulEQ, S1te67MhL1718wLkdJI7WQ, 33ov2U6Z76nHb5Lu2zeF4g, bRyjlDYQcDDXYA5QZRmF3g",0,4.66,1,0,0,0,0,1,2,1,1,0,0
989640,-PjlTESXH707YR7RSD3Jzg,Joni,6,2015-07-02 00:34:21,11,2,1,,None,0,4.43,0,0,0,0,0,0,0,0,0,0,0
777039,ODtmoyzkPhTLlR8C4BO7hg,Stefan,3,2009-08-07 01:18:18,2,0,1,,None,0,5.0,0,0,0,0,0,1,0,0,0,0,0
2030825,aD8XTGWsH6ysflKPiYydjA,Amy,193,2012-07-27 23:01:03,230,64,34,,"WYNXicjK_V36OdXRDzeBvw, 9G5GyCwiQlx9d3xSf5sKVA, lZfAuhVXFK2qzW55ZUeqLQ, 5L38Ux7aEe7A_7_N8hFPLA, 9JndYtE3x5ZFAR0INcFHZg, pCvCL_lQDda2JI0OYTwgvw, KtcOWOqVjIlp2aAPFfSDOw, 4gI8LoigSrPWS07pn-ki2Q, TialWIcZUsyxS7peM2hurQ, KKwqLHVVM3sXPBAS8BJnrA, LQSRFP6mhMqmB5XlI_2B0w, JnuGgIbmTzcmGkcocOAjhA, ZE0mHEMIvR1M8IDLaw5MYA",1,3.31,3,1,1,1,0,5,5,1,1,2,3
1343204,exlX8jtDMPCO4IfrjaO04Q,Gabrielle,4,2015-04-09 00:57:52,7,1,0,,None,0,2.0,0,0,0,0,0,0,1,0,0,0,0
1423124,D7ViPODpRyHGNteTj0QMIg,Stephan,18,2014-06-12 19:07:23,10,2,5,,"rLb9iQBGBHXKmLYq-ksVtw, nqprUu4SdLTwYUYL9_6I4g, tWRWg6CeY6KZw1zy1SqxGQ, tdaJ3v0wOXtzq9LFtLGNcg, bsl0L_NOB7i3serDtQSVNQ, PrQfJYJ-4eIMdASQq49LJQ, XGg6t-hWeCN21c4el47b5g, yzDV6vCygX1zzjVNfLup8g, k6wGRqVbKUMv_DseT2cAXA, RdMQTeOquCzhp4I5fF-4XQ, mudrnr36ldiLUthuLRFe4w, -D09cDodLjO1phyow6wbYg, 6xkoPAUy-hw8pGFZohqtoQ, EAcKdkU4CLNrUdqudVyzqg, EhC6OkcbUTMI48kZqn19nw, JpMV6XVDmaEds5rW6Dc28w, wyh2pbpPtQiKdTVNdR9Yjw, TdVOc8CC8_o7aQHVZlOWvQ, t6voxzTc6P-POaAZtAk-hA, TFlBVLJ0NK_eYzmBk9ECrw, ea6ZT7ZuHFibH00hD_5ZSQ, 9Z6KT58Ye2378h6KlNc2tA, rOdCOgfYX8pe6mvD9z4fDA, uaRb9F0_R1Aga6O1y1f-eQ, QzKEnQ5bA84qgDw9ltEkpA, basEdhoDt3PJH0Xo1yoLyg, AjAziyB8JZ78Mt09Bi5-1A, UALiTnFYR356fuSLA5DG0w, x_76ZfzsHPoJgNVqpuUfCA, ZX50_kJUEJeYLrhbg5CfDA, pl-HCJzRtZ8OYnww_D_r6g, fUg1g7Tj48YoK9wrTmT75Q, AWQUhtTZ4acfPuZOZUz7cQ, Ac1gDwwh4qo_xnwJO_7KVA, oV1jDzehL77lFESuSbrUeg, N-CDzbvtXzOqmK1Oowdd5w, sPom3J7-WMTSujNY-Gr-pA, TnISpj5j722e-0WfOyrWCQ, uQYLDy9mQd1lepEudIEStA, JpvwY5jRZvfm0GuHmN1fsA, JAbADm81_ikvjTVw9sw7CQ, H123SiNvjktKMUSkGlMVYg, mWq3ocqJMFvg0bcxBB3hXQ, ZL8sMg0o6D82J6KWTaUNFA, m2tvOtcvIFat5i2JizheCw, bic9CilmLnhJj3efud0Qpg, qnOSfO6oNzKu48ljJh9qgA, AePTZPAM1Dizj_kvWNuXLA, lBpkWZFoTxQ2ScXE2Ahgrw, 2Mv7CvgvqMzSfXAJkG2uuQ, snO5Ifh5F1tYzxj5Pt6r4A, so-JNmjGn_6siWqCcJqCFw, XcUBZ-sSUBtl06EH7pJ_OA, YuEnDFE5JfuDWAOk90spYA, s8k1pbaJnBPq2aKQyuzxkw, 8Gy1MJ4gCnOL8qiwD2ZGLQ, XJuBP5ttHUEdL2zPVJZJHg, PjrinKI1DCJh7WYaUPNGOw, IKnqmNQaCYJ3OyF6Q2wYcA, n3M0C6DUYSuGdCtKxxzzkA, ypikFbkJ2UBO3VKa0AzOiQ, T59T09TWzIewtVZRp8OVwA, 2Keec2bQaiedDFejIM84_Q, 4GDSpDoMi3FvM-nHK0elhA, Hc8Y9_-4ztLrc-1cj-49EA, Tk0WwxhcULB16pW8DkmT7w, ywoRVwbY7S11LfsS-EU6Iw, vhg_6XXXo49kEi5xFhrEEA, HFWckxypPmpvmWMURRo1rA, Bk-TQi1WgDmFEx93Rzx14A, R3JhqvaYkfoIIhabN6TYDg, jjYriRviPZ9-3IxM3F-dDw, sZtzqAU9mOELrJiAHFx_9A, -KLas32p0Wlk5GrUkk5kaA, O0pk8zlhKCWmOef7wvLPHw, iuMaEIR5tIFx9mqRT553jw, DrEljVhJMen5QePkJyInYg, QIIPp6HVGfiqDw7yOCUU5A, mxQjhjX8lmIsYf4LE7KCYQ, Zle_TS-BHLFuNzFwIw2ADA, neROUqxo2wjSkKUjQq9H8A, OEgGBGx7vAu9PPef5K_gOg, RTAhF5KngdSJyO53yAJYfA, TO5Z5HhLURT5EqhW05Mbgw, HvnbjgyacwKS6XeDD-Q39A, zDF4zZoHyuJmDpQp0YUrAg, qUwVm48umtH3IhcC0XWPKg, 1a3EF38ZWURXsC08daWKtw, seV-WtQg3oiOHkymKxan3Q, DPShp7tvsppYfjIc0qzRWA, vV58d7MvRe3TqFCzHo635A, 9muF_VyTNzADn18onuUZbw, 8XgwiSy-P9oxBEPQGpbPWw, P41kRG9DWJTzB7InOCOsbQ, GxzaMVggmIRmw6DYatu90w, nJM8WdPUigI0RW4RQ2fGTQ, PoB2MJvBhuDG--C3nh-lKA, eSWN8QBSch0D4fu_ch28wQ, OBKsx4UK4AEvtCBYSH3eUQ, oTdUDTdiUWulXHhoDIE4Pw, Mf5vQzaL3Ej4N4MeZ-170Q, 7Trkh-_Sj7VZNqaKF0QYVw, CiZ8Xk9qfsAsGrIfM9NXhw, dzwdLgNE-563K01lkY2L_Q, XWz0w8-3HzyXw7EYP6B9yA, HGkGMYTlZYsFqHJT4GGwew, ig8s0MT8z0DLD5cLaSAA6Q, XciOoYftCC9bOohFvUvxyQ, JlYjv6TS6dAr-H2NSFTpng, ynwUH5UHwypWyZzvq2LSiA, fCtvMOpvsAXkrJ5luEfMFA, cmAFWobYo-1WhNXm85qQmg, FpZuPbkEDU3acznhprWbBw, RUvbBVYnFxFzt2qlVqatRw, QnZr3pA3gKxqfYrGp2aqtA, 3BBXIYu5qkIuVbBOPXXlTg, ZmgBaeLJQSX_MMVArK0x3w, cuKakvS76a9hg2x_rojnfw, g1W5--F0itjmNgBvCV6VvA, PeiTFemrkKnaKKfkIKxAzw, OhnN5STDn9yDtw7fMt3mKg, FIqvCwkU-TuVf2bs7zouNw, Zm-5Oft_X7MUlhhH3ZG-cA, zvLufrMD3V71S_PsQcDOlw, 1g0Ar1Are_rbwMr7d0p_tA, NyQoLGgUoXubrHXqA6xBwg, sobeKIgw0z4XsA3Hog3m3w, C8P_GIWcdcnDdvIXZn1iRA, koX_UWFZH6MXtDNa0dTO5g, mAOIajlap0alI4ZLbawtsg, 5voltrItn8V56nmkxhOvuQ, wiqpY9eeSuYAANhzHok6_Q, 2wdhzm3L2-FU6c70wXFmqQ, 2oC0CzxXNCVfg2jRmmfdbw, FttABUel1HtR0B1j3u-J9A, ne40JuZ60YT5ygDGRLJSuQ, s3fn8sgdnUORP1lRm-3u-w, BUSpV0yVD_pS0Ni5qihMcg, OBwGtb48DU6MbD2c5-uh2g, RCjtFmEUpzr5MSgNb_-XcQ, oqpv-NuYdHVWXNfaLMDh7g, oPlR2r5_QiDgz7qH6wIM6A, cYNNPHNv_LqktHpmS0az1A, slvgvof6Q8liVIeVGeJDow, 5sbSGJJi2MgvGOmEB-8-4w, QoEg3K17JHKSwcYPjVBxgg, q0Y2Idr60zZK5c3azvk_rw, 3FHidtGEQznT-w2BSXlDbw, 85NsV7_t3r25YXvyfXobSw, IDUy34-LUdeGC7dNImmd9g, j5zjy1GFK4GnOBnIKJEuKA, ErNki7QPAEII4-qADywNJQ, boYJJBRVlU8tuzqjX4BdrA, Vw_ODQisf5Ks7zJCczmUXA, PEvwVDwAMGShjaDI0xnPPw, 1huUMeBtoZFOTEqPEJkglQ, 7c867MX5V5N3_URNKMvFvA, QQ5j0thgCLqGeHmaglGt6A, r0GLAs-jv8DKKR8SL7jlTA, P1POhI_cMFt3NsLN1zG48A, 7WVU__KpB-epOWw6bXH8sA, mZK3-bzYXCwNOIRyM-ZwZw, vIaCBzWI0xJkjNoaaHHE1g, kStmTLCXzWKUNDp6m2aX5w, FNFKLdvIB3z2P4XPxTMISg, RHMhAeymKDcFw3tVCfeWgA, TrWbZfYCTj67HBVxoBYeXA, zeaF-26NBDp1K9Zq9lk92g, masdGjNSoVa3Ef6D4qluXQ, 0hqwk8lCoSqnVdqdhJA26g, ETyZygwxjUgEPPs14qJ5Fw, QKQir3UejzKrBT3IjnsYvw, uAZWU8LzNUrLyconMeI4JQ, uve69M47c2Edqn3NGXPHUQ, pVQW-6PuosMRZJNftjD2ZQ, b9ZslhjEgNoY6G3My0J9cg, _DpGhbVHurwv4PgfkqWq5Q, 4uJ628DDfj7G_Z1CQkQuiA, kzljrg8UgrEFDHTpMgQntg, SrG_TGSdY_n61Wt22QKEqw, s1YpgSEh44lHIVkDrTQtOA, 2NOBVFnN6F1ROo1CtBHrRg, P9kte2qM4ha-DSqIDVeqxw, CmbgIctxXyBzmnJdpA6hGQ, Kv2s1OlVuq0wYlnc_UvNPA, 4RRnVCc0DhjuhEWDAXsIGg, qXmZsI1i7w6iJUgucrSRcQ, yCagoBqSloeVQfWST7VPHQ, N0dkSFk4oIeR_n7e0OomvA, CHrKB0B2o7fHBMGGbUWL1g, K9HJH0C1LyanCGGMerkmhQ, jR6VTB--QRtSoinial90ng, got3XwujuYNTzj3MD_MVFw, L_EjnjkZC-p8pK1k5r4aFg, QkBDUSvlYr7M7IEH8MwC9A, vtrWA1co1PRQT_5IFvlYrg, XECZWZwDsYx_mxb6Oc4j5w, 2a-qSTjkDdjzCvtKM21nJA, 8o67rByrc79e8x1hmdi6Zw, -p7P0jttPFmvQVp_LhB-3w, rE-ud4MrSgcKgZHvLUkJAQ, ljoQmFIaeO45QJMBhn9fWg, kFvI3cTur0PSCooYkPyIow, jfrtBSG8xvlYo64Ogu43gw, ll1YYK9PIEVW9pelMrglBg, k6REJBdp4pj126AgAzAMJw, exmQuzMnjW5wgTBBShe_Mw, 2o5ja3FbwWwUCJ6yjBDMeQ, wZycj4DLoXuqZKzUDYWnFw, o-fqs_9sUj36nxQzikwHoA, p5Kn1TTvLya8V_JdFxDn7g, iorxgS6PzO7AbhYs0QK-pA, 4P7GqxcRGJIsjnQh-1tjmg, mmUeV5XBZ9F1aEDhH3vYHg, Xn0-R7BGyIGeym7xFwm-Dg, 89McmDsya9GzrgO1U7yD7Q, NEbxUso3KLvAZpukxM3N3Q, T8c9DPSaP4rTVQ2T7B-GkA, rfduwQT6SKnyt5TA2PQq9w, Hzs7tryUdLAykuMtwkDCCw, jvueSZ9RNzwvqCOcjGFrFw, AS5Ufvd8IWh-aYTUWGrYfw, iFipurZLF1LQghXSeQ2akQ, CPxGu_gaNSecS3cOfF22Lw, O6t-FB5E5hzIuvtT88lgdQ",3,4.22,0,0,0,0,0,1,0,2,2,2,0
341587,_cp4Nr_V9KffG6K93_wvmQ,Laura,9,2013-01-06 04:07:41,5,0,0,,None,0,3.11,0,0,0,0,0,0,0,0,0,0,0
984936,WIpmWT-YDBTUk05SNUMxaQ,Kirk,1,2019-09-24 08:15:42,1,0,0,,None,0,5.0,0,0,0,0,0,0,0,1,1,0,0
1798214,N7hs7ri4wSkAPrwAg1U_CA,Nick,57,2013-01-22 19:42:23,99,33,62,"2013,2014","ZdXJEGi5yW4lHGAnM9_F2w, 4xRpWG9hQJ7UU1R4dO2yIg, MgndC5PwmdTJquH-7LLwzw, Ccbk9oORByEeNYv6VGHpFA, od2aabrozbWtX8hZzDfbxA, 242fgle17XuMqQh-bpPPIA, CIi0UKyKWjjcyuWfchFwNg, o_-ajoDs_2cmeTL_MUOWGA, FpUFrm2VtJPzr7CQEKs1BQ, lqeBVshxBPtez4Mx-g8mgw, JxQCPNSpS55ofNf9A2eOGA, 9mh76vFncdq6_uDnFv0qfA, IPthBxxbJuadk8HnLmCkgA, 5yGak8T0fziqXf5wpByUcQ, ZEOMrSRoU97Fd51XF--fAA, HgOnEDDeFhH8GZ2Vl-VdFg, Izgk4MIpaXwieAFfiogQAg, 5ylIKMA-zoXZvH_-X26YOg, AM4hn2Ah55BHXCMQUHgWUA, OPZjreYjiL1KdSAvzCILBQ, YaoiDuDJuPV31R9l0S4a3A, ISY_DfkcYDsjI6B4C0yVbQ, jjQFhIa3rmfZcMFqCRdM4A, fVtNRMXoOirCxS2U0iNOeQ, unO1Py4QD_Pjo7guhRB6gQ, 4g247kDrRSSUaq-1ZuLXpA, B4pMIJ95JWpINkBE-J5gbg, nkPQ07HgkcbPOcFP51zxGQ, oJzg5ldrY5qsox5Yepmmpw, CxPc-mNf9WSbENvXA4XhhA, ncIHRw4Vx3Wh9mZhLZxB7g, _RihwVILGl8R6LsvKIeufg, WVrckg_8QmoOej4Av06syQ, CVT-v9mVopn-P8Rc-xt5mA, p3SyXVanjXV2mu8zq103Iw, cNunVMJPteH6zJXMr4-lVw, 7tYkAfJ-yPJOowplgJ-CeA, huN609m3ap02OV9GWvmdKQ, R033brF9aS-pHGYLYdzgbQ, ZDTBu2ZSPh8UGrWH6VaSOg, QMq9oXwuBnbLa0C2kSox1g, 4NitvNh8X02PjlObwzYsIg, So4JWyU1vJE_5XB-t4u8xQ, cTXh7Id8i8gZF-Fd5-meCg, ac_sarwSSi5jid7_hNT1UA, QAO4L6rAAyHUdHhqbj03Xg, sDzLx-2HVDARf6tAF1etgg, qTrPKbEgsgL41fHQtDk-9Q, C36J49-643ypFtdVpvVr6w, 5MCBLBxr10NLUKZ4AboAMg, GhsHTDpOSlJA4M2pYUddAA, HfwtM85LIw4ck-x2-5uIbQ, YTK_RMsY_YE6Fh-qt0S0ow",17,4.11,14,2,0,0,0,8,7,34,34,6,1
508212,UEMyT48AaR5fHhOkh8OLNg,Liz,12,2011-11-27 00:37:47,16,0,0,,y8qV-PhEM0VaWkgv0BD_wg,0,3.04,0,1,0,0,0,0,0,0,0,0,0
756114,ErCrtenG_esL97c7ojLUnw,Sandy,1,2014-03-10 14:37:36,2,1,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1172063,yIxlGBCYqHn0i5jUIXFGkg,Jim,1,2015-04-13 00:01:18,0,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
130332,FPzbBuFQUZXjmE1DV0FZ6g,Mini,99,2011-02-10 21:56:43,148,25,61,,"3CwMwbY9UgP-qvTDxNs_0g, G0Ex17NeMJUwqNIl8Z4ecw, q3y2k3IM8HaU5MkiD8DzXg, Y-fPeP9dmciMYg83esNSWw, aDEQTk-GzjYug7xrwkollw",1,4.37,3,1,1,0,0,3,8,0,0,9,0
350678,GjHBCK1Li4lhpvzTmjoFYQ,Jennifer,3,2014-03-13 16:29:22,0,0,0,,None,0,4.0,0,0,0,0,0,0,0,0,0,0,0
1950944,sLadcnhbp49LNJLZBuq_NA,Dave,1,2018-08-14 19:14:44,0,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
761463,OdIFVGl9erNhWj6bWXQ6gw,George,3,2014-11-25 17:45:24,2,0,0,,None,0,3.0,0,0,0,0,0,0,0,0,0,0,0
388888,_m9twCn7wVhUBPuHzZVMbA,Ryan,8,2020-08-01 11:58:21,0,0,0,,None,0,2.75,0,0,0,0,0,0,0,0,0,0,0
1363791,QERZfj0vbs0YUU8dCrvHiQ,Christine,9,2016-10-03 00:18:50,5,0,2,,None,0,4.89,0,0,0,0,0,0,0,0,0,0,0
1718149,FR4M8opkAKoZOsx8UJozQw,Ray,3,2018-03-06 16:13:06,0,0,0,,None,0,2.67,0,0,0,0,0,0,0,0,0,0,0
